,subregion_id,plotname,region,location_y,location_x,countdate,year,countdate_cluster,year_cluster,dem250,plot_nr,plot_name,elevation,plotweight,cov1,ASW,BFMON,BGER,BHE,BPIG,BST,CAT,CC,CURR,EWB,FTCUC,FW,GFAN,GHE,GHR,GOLDBB,GOLDW,LBSW,LEWHE,LST,MACHE,MTB,MTHORN,OFSF,PYR,RFAN,RL,SATBB,SBCUC,SBL,SCC,SD,SFD,SMON,TBBB,VRIF,VT,WOMP,WTTC,YBBB,YSHE,YTSW,site
72,SU,SU350A,WT,-19.0139787,146.2668612,4-Jul-08,2008,1/01/2002,3,332,400,WT400,lowland,1,1,0,0,1,0,1,NA,0,0,0,0,2,0,2,2,1,NA,0,0,0,4,0,2,NA,0,0,0,0,NA,0,0,2,0,0,0,NA,0,1,0,0,0,5,0,SU400
73,SU,SU350A,WT,-19.0139787,146.2668612,12-Apr-09,2009,1/01/2002,3,332,400,WT400,lowland,1,1,0,0,4,0,1,NA,0,0,0,0,0,0,0,2,0,NA,0,2,0,2,0,0,NA,0,0,0,0,NA,0,0,1,0,0,2,NA,0,0,0,0,2,6,0,SU400
74,SU,SU350A,WT,-19.0139787,146.2668612,6-Dec-11,2011,1/01/2002,3,332,400,WT400,lowland,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,0,NA,0,,0,3,0,2,NA,0,0,0,2,NA,0,0,3,,0,3,NA,,1,0,0,,2,0,SU400
75,SU,SU350A,WT,-19.0139787,146.2668612,20-Jan-13,2013,1/01/2003,4,332,400,WT400,lowland,1,1,0,0,3,0,0,NA,0,0,0,0,0,0,0,3,1,NA,0,0,0,4,0,0,NA,0,1,0,4,NA,0,0,3,1,0,3,NA,0,0,0,0,0,2,0,SU400
76,SU,SU350A,WT,-19.0139787,146.2668612,21-Aug-14,2014,1/01/2003,4,332,400,WT400,lowland,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,NA,0,0,0,3,1,0,NA,0,1,0,0,NA,1,0,2,0,0,3,NA,0,2,0,0,0,2,0,SU400
5,SU,SU400,WT,-19.01700884,146.2652707,23-Oct-02,2002,1/01/2000,1,415,400,WT400,lowland,1,1,,0,,0,0,NA,0,0,0,0,,0,1,3,0,NA,0,0,0,4,,1,NA,0,,0,,NA,0,0,0,,2,2,NA,0,1,,0,0,3,0,SU400
6,SU,SU400,WT,-19.01637567,146.2674018,25-Sep-96,1996,1/01/2000,1,415,400,WT400,lowland,1,1,0,0,2,0,0,NA,1,0,0,0,0,0,0,3,0,NA,0,2,0,2,0,0,NA,0,1,0,0,NA,0,0,0,0,0,6,NA,0,1,0,0,0,4,0,SU400
115,SU,SU600,WT,-19.00998342,146.226708,20-Nov-02,2002,1/01/2000,1,586,600,WT600,midland,1,1,0,0,6,,3,2,2,0,0,1,0,,0,0,3,0,4,0,1,0,0,0,0,0,3,0,,0,0,0,1,,3,4,,1,0,0,0,0,3,0,SU600
128,SU,SU600,WT,-19.00948156,146.2342352,20-Nov-02,2002,1/01/2000,1,579,600,WT600,midland,1,1,0,0,5,,0,2,5,3,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,3,1,0,0,,2,2,,2,0,2,0,3,3,0,SU600
129,SU,SU600,WT,-19.00944767,146.2304254,20-Nov-02,2002,1/01/2000,1,574,600,WT600,midland,1,1,0,0,2,,2,3,3,0,0,0,0,,0,0,1,0,0,3,2,0,0,1,0,0,0,0,,0,0,0,1,,1,2,,2,0,0,0,1,0,0,SU600
138,SU,SU600,WT,-19.00765162,146.2375309,23-Oct-02,2002,1/01/2000,1,483,600,WT600,midland,1,1,0,1,5,,2,0,2,1,0,5,1,,0,0,0,0,0,0,2,3,2,1,0,0,0,0,,0,0,0,0,,2,3,,3,0,4,0,2,5,0,SU600
169,SU,SU600,WT,-19.00454756,146.2475019,18-Sep-96,1996,1/01/2000,1,595,600,WT600,midland,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,4,0,SU600
198,SU,SU6A,WT,-19.00300099,146.2449817,16-Apr-08,2008,1/01/2002,3,552,600,WT600,midland,1,1,0,0,5,0,1,0,5,0,0,0,0,0,2,0,1,0,1,0,0,5,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,SU600
199,SU,SU6A,WT,-19.00300099,146.2449817,1-Jul-08,2008,1/01/2002,3,552,600,WT600,midland,1,1,0,0,5,0,0,0,1,1,0,1,0,0,0,3,2,0,1,0,1,7,0,0,0,0,2,0,2,0,0,12,1,0,0,0,0,0,0,1,0,2,6,0,SU600
200,SU,SU6A,WT,-19.00300099,146.2449817,13-Mar-09,2009,1/01/2002,3,552,600,WT600,midland,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,SU600
201,SU,SU6A,WT,-19.00300099,146.2449817,18-Jan-13,2013,1/01/2003,4,552,600,WT600,midland,1,1,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,,0,0,0,0,0,4,5,0,2,0,0,0,1,3,0,SU600
202,SU,SU6A,WT,-19.00300099,146.2449817,20-Feb-13,2013,1/01/2003,4,552,600,WT600,midland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,SU600
203,SU,SU6A,WT,-19.00300099,146.2449817,22-Aug-14,2014,1/01/2003,4,552,600,WT600,midland,1,1,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,4,1,0,0,0,0,1,8,0,0,0,0,0,,1,0,0,0,1,0,1,1,0,SU600
205,SU,SU6A,WT,-19.00261633,146.2415251,16-Apr-08,2008,1/01/2002,3,463,600,WT600,midland,1,1,0,0,5,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,SU600
206,SU,SU6A,WT,-19.00261633,146.2415251,1-Jul-08,2008,1/01/2002,3,463,600,WT600,midland,1,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,SU600
207,SU,SU6A,WT,-19.00261633,146.2415251,13-Mar-09,2009,1/01/2002,3,463,600,WT600,midland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,1,0,3,0,SU600
208,SU,SU6A,WT,-19.00261633,146.2415251,18-Jan-13,2013,1/01/2003,4,463,600,WT600,midland,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,SU600
209,SU,SU6A,WT,-19.00261633,146.2415251,20-Feb-13,2013,1/01/2003,4,463,600,WT600,midland,1,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,SU600
210,SU,SU6A,WT,-19.00261633,146.2415251,21-Feb-13,2013,1/01/2003,4,463,600,WT600,midland,1,1,0,2,3,1,1,3,2,2,0,0,0,2,0,1,4,0,5,0,3,0,2,0,0,0,0,0,,0,0,0,0,0,2,3,0,1,0,0,0,0,2,0,SU600
211,SU,SU6A,WT,-19.00261633,146.2415251,22-Aug-14,2014,1/01/2003,4,463,600,WT600,midland,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,3,2,0,,1,0,0,2,0,0,0,5,0,SU600
212,SU,SU6A,WT,-19.00261368,146.2430833,16-Apr-08,2008,1/01/2002,3,552,600,WT600,midland,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,SU600
213,SU,SU6A,WT,-19.00261368,146.2430833,18-Apr-08,2008,1/01/2002,3,552,600,WT600,midland,1,1,0,0,7,0,0,0,3,1,0,3,0,1,0,0,1,0,4,1,5,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,1,0,3,0,SU600
214,SU,SU6A,WT,-19.00261368,146.2430833,1-Jul-08,2008,1/01/2002,3,552,600,WT600,midland,1,1,0,0,8,0,0,0,1,0,0,0,0,0,4,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,SU600
215,SU,SU6A,WT,-19.00261368,146.2430833,13-Mar-09,2009,1/01/2002,3,552,600,WT600,midland,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,SU600
216,SU,SU6A,WT,-19.00261368,146.2430833,3-Dec-11,2011,1/01/2002,3,552,600,WT600,midland,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,SU600
217,SU,SU6A,WT,-19.00261368,146.2430833,11-Mar-13,2013,1/01/2003,4,552,600,WT600,midland,1,1,0,1,1,3,0,3,0,2,0,1,0,3,0,0,2,0,0,1,3,0,1,0,0,1,1,0,,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,SU600
218,SU,SU6A,WT,-19.00261368,146.2430833,22-Aug-14,2014,1/01/2003,4,552,600,WT600,midland,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,0,0,4,5,0,,0,0,0,1,2,0,0,4,0,SU600
234,SU,SU6A,WT,-19.00188605,146.2397423,16-Apr-08,2008,1/01/2002,3,463,600,WT600,midland,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,SU600
235,SU,SU6A,WT,-19.00188605,146.2397423,1-Jul-08,2008,1/01/2002,3,463,600,WT600,midland,1,1,0,0,3,0,2,0,1,0,0,0,0,0,5,0,2,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,SU600
236,SU,SU6A,WT,-19.00188605,146.2397423,13-Mar-09,2009,1/01/2002,3,463,600,WT600,midland,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,SU600
237,SU,SU6A,WT,-19.00188605,146.2397423,3-Dec-11,2011,1/01/2002,3,463,600,WT600,midland,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,2,0,SU600
238,SU,SU6A,WT,-19.00188605,146.2397423,22-Aug-14,2014,1/01/2003,4,463,600,WT600,midland,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,8,1,1,0,0,0,0,0,0,0,4,0,0,,0,0,0,1,0,0,0,2,0,SU600
239,SU,SU6A,WT,-19.00177461,146.2456332,16-Apr-08,2008,1/01/2002,3,504,600,WT600,midland,1,1,0,0,9,1,1,0,1,0,0,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,0,SU600
240,SU,SU6A,WT,-19.00177461,146.2456332,1-Jul-08,2008,1/01/2002,3,504,600,WT600,midland,1,1,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,2,1,3,0,1,5,0,SU600
241,SU,SU6A,WT,-19.00177461,146.2456332,13-Mar-09,2009,1/01/2002,3,504,600,WT600,midland,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,3,0,SU600
242,SU,SU6A,WT,-19.00177461,146.2456332,2-Dec-11,2011,1/01/2002,3,504,600,WT600,midland,1,1,0,1,0,0,3,0,1,0,0,3,0,0,0,1,2,0,0,1,,5,0,1,0,0,0,0,0,0,1,0,2,0,4,5,0,0,3,0,0,0,6,0,SU600
243,SU,SU6A,WT,-19.00177461,146.2456332,11-Mar-13,2013,1/01/2003,4,504,600,WT600,midland,1,1,6,0,1,6,2,0,1,2,0,1,0,0,0,0,3,0,4,1,2,0,0,0,0,1,0,0,,0,0,2,0,0,4,0,1,1,0,1,0,0,0,0,SU600
244,SU,SU6A,WT,-19.00177461,146.2456332,22-Aug-14,2014,1/01/2003,4,504,600,WT600,midland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,1,0,4,0,0,0,4,0,,2,0,0,3,0,0,0,5,0,SU600
250,SU,SU6A,WT,-19.00085923,146.247205,5-Apr-07,2007,1/01/2001,2,504,600,WT600,midland,1,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,2,4,0,SU600
251,SU,SU6A,WT,-19.00085923,146.247205,16-Apr-08,2008,1/01/2002,3,504,600,WT600,midland,1,1,0,1,3,2,1,0,0,1,0,2,0,0,1,1,1,0,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,4,0,SU600
252,SU,SU6A,WT,-19.00085923,146.247205,1-Jul-08,2008,1/01/2002,3,504,600,WT600,midland,1,1,0,0,4,0,2,0,0,0,0,3,1,0,0,2,1,0,0,0,0,5,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,4,1,2,0,1,4,0,SU600
253,SU,SU6A,WT,-19.00085923,146.247205,13-Mar-09,2009,1/01/2002,3,504,600,WT600,midland,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,1,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,3,0,SU600
254,SU,SU6A,WT,-19.00085923,146.247205,3-Dec-11,2011,1/01/2002,3,504,600,WT600,midland,1,1,0,0,0,0,1,0,3,0,0,3,0,0,0,1,1,0,0,0,,4,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,0,1,0,SU600
255,SU,SU6A,WT,-19.00085923,146.247205,18-Jan-13,2013,1/01/2003,4,504,600,WT600,midland,1,1,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,5,0,2,4,0,1,0,0,0,2,4,0,SU600
256,SU,SU6A,WT,-19.00085923,146.247205,20-Feb-13,2013,1/01/2003,4,504,600,WT600,midland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,1,0,0,0,0,0,,0,0,0,2,1,2,2,0,0,0,0,0,0,3,0,SU600
257,SU,SU6A,WT,-19.00085923,146.247205,11-Apr-14,2014,1/01/2003,4,504,600,WT600,midland,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,,1,0,0,2,0,0,1,3,0,SU600
258,SU,SU6A,WT,-19.00085923,146.247205,22-Aug-14,2014,1/01/2003,4,504,600,WT600,midland,1,1,2,0,1,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,3,4,0,,1,0,0,2,1,0,0,6,0,SU600
60,SU,SU800,WT,-19.01476714,146.2061251,6-Nov-97,1997,1/01/2000,1,833,800,WT800,midland,1,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,SU800
61,SU,SU800,WT,-19.01476714,146.2061251,13-Nov-98,1998,1/01/2000,1,833,800,WT800,midland,1,1,0,1,4,2,2,3,3,4,0,1,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,SU800
62,SU,SU800,WT,-19.01476714,146.2061251,19-Feb-99,1999,1/01/2000,1,833,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
77,SU,SU800,WT,-19.01340957,146.2056564,4-Nov-97,1997,1/01/2000,1,833,800,WT800,midland,1,1,0,0,3,0,0,2,0,2,0,4,0,0,0,0,2,0,1,0,1,2,2,2,0,0,1,0,0,0,1,1,0,1,0,2,2,1,1,2,2,0,0,0,SU800
78,SU,SU800,WT,-19.01340957,146.2056564,10-Nov-98,1998,1/01/2000,1,833,800,WT800,midland,1,1,0,1,1,1,2,4,2,2,0,2,1,0,0,1,3,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,2,0,0,0,0,SU800
79,SU,SU800,WT,-19.01340957,146.2056564,17-Feb-99,1999,1/01/2000,1,833,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
80,SU,SU800,WT,-19.01250181,146.2047106,6-Nov-97,1997,1/01/2000,1,797,800,WT800,midland,1,1,0,0,5,0,1,1,2,0,0,1,0,0,0,1,2,0,2,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,SU800
81,SU,SU800,WT,-19.01250181,146.2047106,13-Nov-98,1998,1/01/2000,1,797,800,WT800,midland,1,1,0,1,5,3,2,3,5,4,0,0,0,0,0,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,2,0,2,0,SU800
82,SU,SU800,WT,-19.01250181,146.2047106,19-Feb-99,1999,1/01/2000,1,797,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
87,SU,SU800,WT,-19.01159813,146.2047149,4-Nov-97,1997,1/01/2000,1,797,800,WT800,midland,1,1,0,0,3,0,2,2,3,4,0,3,0,0,0,0,4,0,0,0,5,5,0,0,0,0,1,0,2,0,1,0,0,1,0,1,4,1,2,0,2,0,0,0,SU800
88,SU,SU800,WT,-19.01159813,146.2047149,10-Nov-98,1998,1/01/2000,1,797,800,WT800,midland,1,1,0,1,2,2,2,0,1,0,0,1,1,0,0,0,5,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,SU800
89,SU,SU800,WT,-19.01159813,146.2047149,26-Feb-99,1999,1/01/2000,1,797,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
90,SU,SU800,WT,-19.01159813,146.2047149,15-Oct-03,2003,1/01/2000,1,797,800,WT800,midland,1,1,0,0,5,2,3,0,5,3,0,4,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,,2,0,6,0,0,0,0,SU800
177,SU,SU800,WT,-19.00437277,146.2056993,5-Nov-97,1997,1/01/2000,1,805,800,WT800,midland,1,1,0,0,6,2,1,1,1,0,0,2,0,0,0,0,1,0,3,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,3,1,2,0,1,0,SU800
178,SU,SU800,WT,-19.00437277,146.2056993,15-Nov-98,1998,1/01/2000,1,805,800,WT800,midland,1,1,0,2,5,3,4,0,4,3,0,3,1,2,0,0,2,0,2,2,2,1,0,0,0,0,2,0,1,0,0,2,0,0,2,2,2,2,0,0,2,0,2,0,SU800
179,SU,SU800,WT,-19.00437277,146.2056993,25-Feb-99,1999,1/01/2000,1,805,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
186,SU,SU800,WT,-19.00365229,146.2041731,6-Nov-97,1997,1/01/2000,1,805,800,WT800,midland,1,1,0,0,3,0,1,2,3,1,0,1,0,0,0,0,2,0,2,2,3,2,1,0,0,0,1,0,0,0,2,1,0,0,1,1,2,0,1,1,1,1,4,0,SU800
187,SU,SU800,WT,-19.00365229,146.2041731,15-Nov-98,1998,1/01/2000,1,805,800,WT800,midland,1,1,0,0,4,1,3,3,1,1,0,3,1,2,0,0,4,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,5,2,2,0,2,3,2,1,0,SU800
188,SU,SU800,WT,-19.00365229,146.2041731,25-Feb-99,1999,1/01/2000,1,805,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
189,SU,SU800,WT,-19.00363127,146.207698,6-Nov-97,1997,1/01/2000,1,834,800,WT800,midland,1,1,0,0,4,0,1,1,1,0,0,1,0,0,0,1,2,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,2,0,SU800
190,SU,SU800,WT,-19.00363127,146.207698,11-Nov-98,1998,1/01/2000,1,834,800,WT800,midland,1,1,0,1,5,0,2,0,2,3,0,1,0,2,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,2,0,1,2,0,2,0,0,0,0,2,0,SU800
191,SU,SU800,WT,-19.00363127,146.207698,24-Feb-99,1999,1/01/2000,1,834,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
192,SU,SU800,WT,-19.00348131,146.2085538,5-Nov-97,1997,1/01/2000,1,834,800,WT800,midland,1,1,0,0,4,1,3,0,2,4,0,1,4,0,0,2,2,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,SU800
193,SU,SU800,WT,-19.00348131,146.2085538,11-Nov-98,1998,1/01/2000,1,834,800,WT800,midland,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,SU800
194,SU,SU800,WT,-19.00348131,146.2085538,24-Feb-99,1999,1/01/2000,1,834,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
195,SU,SU800,WT,-19.00315739,146.2025699,5-Nov-97,1997,1/01/2000,1,793,800,WT800,midland,1,1,0,0,2,3,1,3,1,2,0,0,0,0,0,2,1,0,3,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,1,1,0,2,0,SU800
196,SU,SU800,WT,-19.00315739,146.2025699,15-Nov-97,1997,1/01/2000,1,793,800,WT800,midland,1,1,0,2,6,2,1,0,1,1,0,2,0,3,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,1,1,3,0,SU800
197,SU,SU800,WT,-19.00315739,146.2025699,25-Feb-99,1999,1/01/2000,1,793,800,WT800,midland,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SU800
204,SU,SU800,WT,-19.00271066,146.2079684,19-Nov-02,2002,1/01/2000,1,834,800,WT800,midland,1,1,0,0,4,,0,2,2,0,0,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,,2,0,,0,0,0,0,0,0,0,SU800
262,SU,SU800,WT,-18.98070162,146.1659144,17-Sep-96,1996,1/01/2000,1,768,800,WT800,midland,1,1,0,0,4,5,1,0,3,3,0,3,0,0,2,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,2,SU800
263,SU,SU800,WT,-18.97796052,146.1592786,17-Sep-96,1996,1/01/2000,1,763,800,WT800,midland,1,1,0,0,0,6,0,0,1,0,0,2,0,0,2,0,2,1,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,SU800
264,SU,SU800,WT,-18.97353037,146.1628154,19-Dec-03,2003,1/01/2000,1,761,800,WT800,midland,1,1,0,0,1,1,3,2,1,2,0,7,0,1,1,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,2,0,1,1,0,0,0,SU800
265,SU,SU800,WT,-18.97353037,146.1628154,20-Mar-04,2004,1/01/2001,2,761,800,WT800,midland,1,1,0,0,2,2,0,6,4,3,0,4,0,1,3,0,4,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,2,0,0,0,0,SU800
266,SU,SU800,WT,-18.97353037,146.1628154,11-Jan-05,2005,1/01/2001,2,761,800,WT800,midland,1,1,0,0,4,,1,4,3,4,0,3,0,2,2,0,3,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,3,0,0,0,SU800
267,SU,SU800,WT,-18.97353037,146.1628154,8-Mar-05,2005,1/01/2001,2,761,800,WT800,midland,1,1,0,0,4,,0,2,4,5,0,2,0,2,2,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,1,1,0,0,1,SU800
268,SU,SU800,WT,-18.97250645,146.1642074,19-Dec-03,2003,1/01/2000,1,766,800,WT800,midland,1,1,0,0,4,0,4,2,0,1,0,3,0,0,4,0,4,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,2,0,0,2,0,0,0,SU800
269,SU,SU800,WT,-18.97250645,146.1642074,20-Mar-04,2004,1/01/2001,2,766,800,WT800,midland,1,1,0,0,5,1,1,3,3,2,0,2,0,1,2,0,4,0,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,SU800
270,SU,SU800,WT,-18.97250645,146.1642074,11-Jan-05,2005,1/01/2001,2,766,800,WT800,midland,1,1,0,0,7,,2,4,4,3,0,2,0,1,4,0,4,0,2,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,3,0,0,0,SU800
